OTUID	A11	A12	A13	A21	A22	A23	AD11	AD12	AD13	AD21	AD22	AD23	CK11	CK12	CK13	CK21	CK22	CK23	DA11	DA12	DA13	DA21	DA22	DA23
NCBI100019	0	0	1	0	0	0	0	2	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0
NCBI100234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0
NCBI1003110	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	4	0	0
NCBI1003177	0	0	0	0	0	0	0	2	0	0	1	2	0	0	1	0	0	0	0	0	0	1	1	0
NCBI1004901	0	4	0	7	35	34	0	0	0	33	9	18	0	15	13	6	2	21	5	0	7	2	19	10
NCBI1006	18	7	21	15	16	7	11	23	29	10	11	11	27	22	24	10	6	5	15	23	21	7	2	7
NCBI1006155	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
NCBI1007084	0	0	0	0	0	8	17	0	0	0	350	0	0	0	0	2	0	2	0	0	0	18	11	2
NCBI1007105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	8
NCBI100716	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1008	0	2	0	2	0	0	2	0	30	3	0	1	2	3	0	8	5	7	0	0	3	16	6	6
NCBI1009682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1010	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	7
NCBI101028	0	5	6	38	24	7	10	6	6	27	13	21	3	5	9	312	141	124	8	2	2	11	4	5
NCBI101162	0	1	0	0	0	0	0	0	1	2	3	1	0	1	0	0	4	0	0	1	0	0	1	0
NCBI101192	0	4	4	53	13	23	1	1	0	24	27	22	1	1	4	4	4	5	4	7	1	16	27	63
NCBI101201	0	0	0	0	43	0	6	0	10	26	0	73	0	4	9	0	0	11	6	0	9	0	38	0
NCBI101385	937	1030	1229	3870	1701	281	861	1270	1354	1249	490	1418	1203	1830	1373	407	194	670	2049	1272	2009	105	113	448
NCBI1014	0	0	0	0	0	0	0	1	1	0	11	0	0	0	0	14	0	0	0	0	2	0	0	0
NCBI101564	0	0	0	0	0	0	99	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0
NCBI101571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	18	0
NCBI1016987	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	8	0
NCBI1017	0	0	0	2	9	0	5	0	4	11	5	2	0	0	0	34	20	28	3	0	3	0	8	6
NCBI101852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
NCBI1019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	6
NCBI102116	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	1	0	0	0	1	0
NCBI102134	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NCBI10243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI10245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	1	0
NCBI10258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
NCBI102684	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0
NCBI1027273	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
NCBI1027373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13391	2768	12012	0	0	0	9287	0	6086
NCBI102862	0	0	0	16	0	9	0	0	0	77	615	48	0	0	0	0	0	0	0	0	9	4	0	5
NCBI1028752	4	0	0	20	6	0	0	0	7	0	10	17	0	0	14	0	6	0	14	35	5	7	7	4
NCBI1030157	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	1	0
NCBI1031538	0	0	0	4	0	4	0	0	1	1	5	1	2	6	0	3	0	0	0	0	1	3	4	0
NCBI1031540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0
NCBI1032527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1032623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NCBI1032851	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NCBI1033840	1	0	1	0	3	0	1	0	2	0	1	0	1	0	2	0	1	0	0	0	0	0	0	0
NCBI1033846	140	149	587	2746	1155	452	83	151	140	398	879	1410	110	127	180	2889	1031	2642	453	104	48	1142	600	1434
NCBI1033854	0	0	107	13	0	0	0	0	0	163	317	58	467	106	0	37	24	191	0	65	110	48	46	131
NCBI1034889	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	4	0	0	0	0	4	0	0
NCBI10359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NCBI1036677	0	0	0	0	41	0	0	0	0	13	0	63	0	0	0	0	0	0	0	0	133	20	0	0
NCBI1036679	3	0	3	0	7	6	0	0	0	3	1	2	3	0	0	3	0	1	0	3	0	0	3	2
NCBI103731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
NCBI103816	0	141	531	26	0	54	0	0	157	22	0	0	0	0	0	0	0	25	0	12	0	17	44	29
NCBI103855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0
NCBI1038856	0	0	0	4	8	0	0	0	0	3	5	5	0	0	0	0	0	0	4	0	13	0	0	0
NCBI1038928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
NCBI104	571	553	573	7717	11619	4895	646	724	1049	1196	1097	549	212	179	158	544	622	658	173	193	161	129	242	259
NCBI104087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	2	0
NCBI1040979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
NCBI1041504	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1041607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
NCBI1042	8	0	5	9	25	12	16	22	10	5	7	2	51	25	48	83	56	68	0	35	21	94	383	157
NCBI1042127	0	2	2	0	0	1	1	0	0	0	1	0	2	2	0	0	0	0	2	3	2	0	1	1
NCBI1042133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
NCBI1042156	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1
NCBI104268	104	488	247	426	188	92	161	132	72	58	92	92	328	232	45	104	77	106	185	80	305	63	43	78
NCBI104336	0	9	12	0	0	5	0	0	0	0	0	0	0	0	18	11	8	0	0	0	0	0	5	0
NCBI104341	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
NCBI1044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0
NCBI1045317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0
NCBI1045808	0	0	0	0	0	29	0	0	0	22	0	0	0	0	0	0	0	0	45	25	0	0	0	0
NCBI104609	9	0	0	41	11	12	0	1	5	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0
NCBI104623	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	7	0	0	1	0	0
NCBI1047171	3	2	0	0	0	4	0	5	1	12	5	7	0	2	3	0	0	1	0	7	3	2	0	3
NCBI1047172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1048396	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI10484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1048829	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NCBI1049	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
NCBI104955	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
NCBI1049583	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	17	0	56	0	0	14	0	0
NCBI10497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1050	0	0	0	0	0	0	0	0	6	0	0	0	0	0	3	0	0	0	0	0	0	2	0	2
NCBI1050370	0	2	2	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3
NCBI1051613	0	0	0	0	0	0	0	5	0	26	6	0	0	0	0	17	39	17	0	0	0	0	0	0
NCBI1051616	0	0	0	0	0	0	0	0	15	0	0	0	0	3	0	0	0	13	0	0	0	0	0	0
NCBI1052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NCBI105219	54	0	0	0	0	46	404	74	66	0	0	0	0	242	0	853	2004	1902	0	343	108	1975	1302	2083
NCBI1054033	0	0	0	4	0	0	0	0	0	0	5	0	0	6	0	6	0	2	0	0	0	3	0	0
NCBI1054034	0	0	0	0	0	0	0	0	0	0	0	39	23	0	0	0	0	8	0	0	0	0	7	0
NCBI1055101	0	0	12	17	0	0	0	0	0	0	0	7	0	0	0	0	0	6	0	0	0	10	9	15
NCBI1055104	0	0	36	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0
NCBI1055487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
NCBI105560	29	134	77	173	0	37	0	195	336	36	0	0	219	201	587	0	49	33	294	386	551	52	0	0
NCBI1057	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0
NCBI105841	0	0	0	0	6	6	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	4	9	0
NCBI105984	0	0	0	0	0	0	0	2	0	0	0	0	3	9	0	2	0	0	0	0	0	0	3	0
NCBI1061	20	16	32	19	9	23	27	30	44	11	9	1	26	72	35	20	4	5	20	55	53	3	3	4
NCBI1063	29	96	70	60	74	135	120	103	74	26	21	34	108	150	102	28	24	40	80	93	145	13	30	27
NCBI106370	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
NCBI10654	0	0	0	0	1	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI106590	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI106592	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	25	8	0	0	58	0	0	0	0
NCBI106634	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0
NCBI106648	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0
NCBI106649	20	45	56	2	9	32	44	30	14	2	2	1	78	62	57	7	0	3	81	60	46	2	6	8
NCBI10665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
NCBI106654	0	4	28	8	0	0	87	17	0	0	6	0	0	0	0	9	20	29	40	0	0	17	67	44
NCBI1068630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NCBI1069	0	0	0	0	0	0	0	1	0	0	0	0	2	0	2	0	0	1	0	0	0	0	0	0
NCBI1069201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0
NCBI1069220	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
NCBI1071072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	31	0	0	0	0	0
NCBI1071379	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0
NCBI107327	2	1	8	3	0	0	0	0	0	5	0	0	5	1	0	1	5	1	3	2	1	0	3	4
NCBI1073996	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI107401	34	34	29	68	84	36	22	19	29	15	26	48	21	17	26	77	69	78	10	20	22	25	3	16
NCBI1074311	3	18	0	13	36	15	0	12	0	83	60	106	0	0	11	0	0	0	0	0	9	0	4	4
NCBI1075	15	11	35	13	6	22	38	26	30	2	4	7	23	59	25	3	11	1	23	20	46	1	5	1
NCBI1076	4	5	12	4	1	37	44	2	0	0	0	0	0	20	22	19	0	6	0	5	0	7	0	11
NCBI107637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NCBI1076588	1	0	5	2	0	2	2	3	0	2	2	1	7	11	11	6	7	2	3	8	6	3	2	3
NCBI1076596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0
NCBI1077935	171	289	333	39	77	192	211	222	290	49	14	33	567	534	366	117	84	98	526	472	505	135	105	84
NCBI1078471	0	0	19	4	42	10	0	0	0	12	10	6	0	0	0	5	0	12	0	0	21	18	10	0
NCBI108	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
NCBI108007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NCBI108010	0	0	0	0	0	0	0	0	0	0	14	0	0	0	2	0	0	0	0	0	0	0	0	0
NCBI1080223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	0	0	0	0	14	0
NCBI1080349	0	0	0	0	0	0	0	3	0	8	0	8	0	6	3	0	0	0	6	0	5	5	7	10
NCBI1081866	26	66	31	1	0	1	16	19	38	0	1	1	31	47	40	0	0	1	70	58	38	0	1	0
NCBI1084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0
NCBI108486	0	0	0	53	0	17	0	89	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	32
NCBI1085624	5	10	16	10	9	17	9	4	8	8	27	13	14	16	11	3	8	4	10	5	17	5	1	1
NCBI1088740	0	4	5	0	2	0	0	9	8	0	6	3	2	0	12	5	7	4	0	4	0	0	0	4
NCBI1088856	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1089444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI108980	0	0	15	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	55	24	0	0	0
NCBI108981	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	6	9	0	0	0	0	0	0
NCBI1092	22	3	14	6	12	7	14	10	14	6	0	14	10	9	10	0	0	7	13	4	10	4	1	7
NCBI109264	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1093900	0	0	0	6	4	0	0	0	0	0	0	0	0	1	0	0	0	3	0	2	0	0	2	0
NCBI1094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
NCBI1094342	0	0	2	23	4	0	2	0	0	19	18	14	0	0	0	8	7	0	5	0	0	17	7	9
NCBI1094350	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0
NCBI1095194	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	2	0	1	1	0	0	0
NCBI1096	1	0	0	1	0	0	1	1	0	5	1	1	0	0	0	0	0	0	0	1	0	0	0	1
NCBI1096243	0	0	2	0	1	0	1	0	7	0	1	0	0	0	47	3	1	5	15	0	1	1	0	16
NCBI109871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	10	19	0	0	0	0	0	0
NCBI109895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1102	0	0	0	1	0	0	0	0	0	3	0	1	2	0	0	2	0	2	0	0	0	0	0	0
NCBI110319	552	304	858	57	134	250	457	807	392	57	69	20	152	486	427	90	51	55	640	234	578	183	146	92
NCBI110505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
NCBI110539	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	23	21	0
NCBI1108849	0	4	2	0	7	14	3	0	0	0	15	14	0	1	3	6	0	18	7	12	0	0	0	4
NCBI1109740	0	0	0	0	0	0	0	0	0	0	149	43	0	0	0	0	0	0	0	0	0	0	0	117
NCBI111015	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1111069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NCBI1112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0
NCBI1112288	0	0	0	0	0	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1112298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
NCBI1113728	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	22	107	0	0	26	0	277	65	164
NCBI111463	0	1	0	0	0	0	0	2	0	0	0	0	0	2	2	10	7	10	0	2	0	0	1	1
NCBI111501	146	269	125	66	29	35	106	132	115	13	30	65	60	72	83	17	16	13	34	38	84	17	22	28
NCBI1115757	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1115758	53	43	51	435	865	940	85	52	33	579	385	707	29	21	53	37	74	58	34	61	32	179	182	163
NCBI1116375	21	37	57	157	93	42	16	22	68	5931	3237	5895	23	37	72	0	7	9	44	82	34	13	9	17
NCBI1117645	0	0	0	68	0	32	11	0	0	0	17	0	0	0	0	0	67	47	0	9	0	12	0	0
NCBI111769	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	1	3	0	0	0	1	0	0
NCBI111770	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	4	0
NCBI111781	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1118202	3	0	0	4	0	0	0	0	0	0	0	0	0	2	4	17	4	0	0	0	2	0	0	2
NCBI111831	0	0	89	6	11	30	0	26	0	14	4	6	99	301	87	34	0	0	163	228	0	41	35	64
NCBI1118379	0	0	0	0	1	2	0	0	0	0	0	1	0	0	2	0	0	0	2	0	0	0	1	0
NCBI1121358	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
NCBI112234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NCBI112416	1	0	0	0	0	1	0	0	0	4	3	9	2	4	6	19	22	0	6	0	0	2	2	3
NCBI1124597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1
NCBI1124835	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
NCBI112489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NCBI112498	0	0	0	0	0	0	0	1	0	6	0	1	0	1	1	0	0	0	0	0	1	0	0	0
NCBI1125966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
NCBI1126234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
NCBI1126238	0	8	0	4	0	0	7	0	1	3	3	4	2	0	4	2	1	4	1	2	0	0	1	3
NCBI1126245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
NCBI1126833	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NCBI1130064	0	0	0	0	0	16	0	0	0	0	0	0	4	0	5	0	0	0	0	0	0	6	12	0
NCBI1130994	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
NCBI1130997	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NCBI1130998	0	0	0	0	0	4	1	0	0	0	0	0	1	0	0	0	0	1	1	1	0	3	1	1
NCBI1130999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
NCBI1131462	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	2	0	0	0	2	0	0	0	0
NCBI1131610	2	2	5	2	2	6	0	2	11	5	2	9	2	2	0	0	0	0	0	0	0	0	0	0
NCBI1131703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1131707	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
NCBI1131823	27	34	43	16	1	11	28	18	21	30	26	10	60	14	42	42	53	46	53	30	21	57	39	56
NCBI1131825	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	2	2	0	1	1	0	1
NCBI1131828	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	3	0	0	0	1	2	0	0
NCBI1131829	9137	8709	10557	1371	550	353	9988	9215	8705	2003	3814	1788	17271	15000	13653	4583	4564	5305	14157	14190	13361	3766	2877	2808
NCBI1131830	0	0	3	0	0	0	2	0	1	0	0	0	2	4	1	1	0	0	3	1	2	0	0	4
NCBI1131831	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0
NCBI1131832	20	24	24	5	17	25	35	19	17	13	7	7	20	32	28	13	13	6	30	40	28	6	13	17
NCBI1131833	7	7	10	3	10	14	9	12	3	6	6	0	17	16	11	29	21	7	5	4	10	16	12	6
NCBI11320	0	0	0	0	22	206	0	0	0	0	0	0	0	0	0	261	377	3	0	0	0	19	15	41
NCBI113267	0	1	0	0	0	0	0	2	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	1
NCBI1134405	2	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0
NCBI1134435	9	47	7	16	0	26	0	57	15	10	23	19	11	0	52	42	23	49	37	12	34	42	52	81
NCBI1134687	0	0	0	0	0	3603	0	0	0	51	0	62	0	0	0	54	0	0	0	145	0	0	0	0
NCBI113562	0	0	2	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	2	1	4	1
NCBI113608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NCBI1136432	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1136941	44	0	0	11	0	0	52	50	0	17	0	13	0	0	0	0	0	13	0	0	0	0	14	0
NCBI1138189	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1138190	3	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
NCBI1138383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0
NCBI114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NCBI114090	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
NCBI1141098	0	0	0	1	0	1	0	0	2	0	0	0	0	1	0	0	0	0	2	2	0	0	0	0
NCBI114155	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI114243	0	26	0	17	0	17	0	0	0	41	0	28	0	0	0	93	146	34	14	0	12	69	33	20
NCBI1144748	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0
NCBI114497	0	0	0	0	1	1	0	0	1	3	0	0	0	0	1	0	1	4	0	0	0	0	1	0
NCBI114524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
NCBI1145241	0	0	0	0	97	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
NCBI114527	0	0	0	3	0	10	0	0	0	7	0	0	0	0	0	0	5	0	0	0	0	0	0	0
NCBI114616	2	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0
NCBI114795	0	1012	541	0	0	0	283	649	299	0	0	0	684	0	581	0	0	0	0	0	0	0	0	0
NCBI114798	0	0	2579	421	0	0	899	1269	1791	0	228	0	0	5639	1745	0	0	0	1588	1543	1495	492	0	581
NCBI1148157	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NCBI1149952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1150389	1	1	3	0	14	0	0	0	1	3	3	3	2	0	1	0	16	20	1	0	0	2	0	0
NCBI1155384	0	0	0	0	0	0	0	147	0	13	0	8	0	0	0	0	0	36	0	0	0	0	0	0
NCBI1155388	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	13	24	77	0	0	0	0	0	0
NCBI115547	54	39	97	169	462	169	50	151	56	95	176	26	99	99	191	1325	885	963	119	135	42	533	567	502
NCBI115553	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NCBI115555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI115561	0	0	0	0	0	0	0	0	0	0	9	33	0	0	0	6	0	6	0	0	0	0	0	0
NCBI1155739	1	1	0	0	1	224	1	1	1	0	1	0	0	1	1	4	0	1	0	1	1	3	2	3
NCBI1156431	157	135	188	25	15	7	169	133	149	5	22	33	77	67	94	13	16	0	75	59	75	30	20	10
NCBI115647	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI115808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
NCBI1159556	10	11	8	1	1	10	19	9	12	1	3	1	6	3	7	4	1	3	8	5	4	5	15	2
NCBI1160721	33	0	0	0	10	126	15	0	0	17	13	22	0	20	0	56	30	0	0	0	0	18	53	42
NCBI116085	11	13	0	0	7	73	0	0	0	0	0	7	8	385	0	0	0	0	0	5	0	9	84	3
NCBI116092	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1161942	0	0	11	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
NCBI1164002	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
NCBI116603	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0
NCBI1166950	0	2	3	0	0	0	0	3	4	0	0	0	2	3	1	0	1	2	0	1	1	3	0	0
